Type,Luminosity,Mass,Radius,Age,Temperature
"Main Sequence, M<0.7 Msun",0.00435772719459021,0.1729792925391942,0.20591196435623094,11841.088741745198,3271.53639706548
"Main Sequence, M>0.7 Msun",0.17068172300760168,0.7083391405789197,0.6723774390439132,4640.631402518527,4529.160653165767
"Main Sequence, M<0.7 Msun",0.0012559211398219916,0.10899482314129148,0.1395711079922261,29821.625962941253,2911.5239508856876
"Main Sequence, M<0.7 Msun",0.07366218856760119,0.5899166003028284,0.5524717540686575,4458.951674006358,4049.800713066788
"Main Sequence, M<0.7 Msun",0.0006767344785816345,0.09031491529828488,0.11456099839446578,43431.21011556865,2753.3645627095984
"Main Sequence, M<0.7 Msun",0.0009973376613085774,0.10133371243725905,0.12971101555821488,34500.50404712501,2851.016051795598
C-O White Dwarf,39.80722587890134,0.6064578372000742,0.012691527137630847,2352.7976128174178,128828.24022265633
"Main Sequence, M<0.7 Msun",0.011061997011599994,0.26846141559969566,0.2786486235570764,4897.6350360857305,3549.829307672158
"Main Sequence, M<0.7 Msun",0.0009470359726026027,0.09973656405800244,0.12758763286980349,35614.152426204404,2837.689455560724
"Main Sequence, M<0.7 Msun",0.015280164865507921,0.3192655951860968,0.31390476116031063,3433.9912303382257,3625.8563662399
"Main Sequence, M<0.7 Msun",0.03473277179109015,0.4714413128563228,0.4345711669511356,4272.803507289921,3783.832857021242
"Main Sequence, M<0.7 Msun",0.0052545663375480455,0.18756043053711277,0.2182994848720535,10070.611956087492,3329.5489326673332
"Main Sequence, M<0.7 Msun",0.004222185464300462,0.17068774737109965,0.20389822152681003,12161.2638249985,3261.783603137715
"Main Sequence, M<0.7 Msun",0.000753699732868017,0.09316686312250307,0.1185961618659799,40813.22984462464,2779.9808915423127
"Main Sequence, M<0.7 Msun",0.023596502540439577,0.4000813208829437,0.37381714337483984,4224.41296446937,3703.9050036571416
"Main Sequence, M<0.7 Msun",0.03557359245334977,0.4756646232308498,0.4383896709563806,4175.566481684917,3789.9136261252197
"Main Sequence, M<0.7 Msun",0.0010690382182607693,0.1035442791781229,0.13261068109235868,33043.33387969394,2869.0399299542282
"Main Sequence, M<0.7 Msun",0.009377117634996527,0.24658580670878835,0.26321607289201915,5815.531259963106,3504.6017696429262
"Main Sequence, M<0.7 Msun",0.011691355769021416,0.2763936550152927,0.28417255708641154,4616.530314592035,3564.123045886102
C-O White Dwarf,43.101352067193105,0.6566434153082538,0.012036565782137899,1351.6861360997384,134942.56598020025
"Main Sequence, M<0.7 Msun",0.00823476599654859,0.23115288535473455,0.25205129138335947,6623.434617955233,3466.9365196211807
"Main Sequence, M<0.7 Msun",0.0004723585310183412,0.08177515586322236,0.1019899845775592,52974.88357656262,2667.2683724646718
"Main Sequence, M<0.7 Msun",0.020894708043851913,0.37658034851249705,0.355847769404859,4833.87648086282,3682.5995045841587
"Main Sequence, M<0.7 Msun",0.01541295419557501,0.3207719382482513,0.3149563873410079,3400.5580467806726,3627.6368034944594
"Main Sequence, M<0.7 Msun",0.02817249040913265,0.43321964307560445,0.40139341117706,5267.35553167087,3736.3601181222593
"Main Sequence, M<0.7 Msun",0.009868485993798134,0.25306691703754264,0.26782744048695445,5519.017778961825,3518.946258263509
"Main Sequence, M<0.7 Msun",0.009732570983673472,0.25128298399119026,0.2665620093264534,5598.37951553012,3515.0807459013813
"Main Sequence, M<0.7 Msun",0.024793075220263448,0.4096119847867707,0.3813296127016385,4003.7001288320275,3712.871089592117
"Main Sequence, M<0.7 Msun",0.036026230714533966,0.4778850051074627,0.4404091511487313,4125.344722361322,3793.185456449333
"Main Sequence, M<0.7 Msun",0.022307813181975944,0.3892232031554209,0.36542091691527706,4493.655060842081,3693.984643775969
"Main Sequence, M<0.7 Msun",0.0013499197436031673,0.11159255649993634,0.1427969310528657,28449.59156380843,2930.860095606034
"Main Sequence, M<0.7 Msun",0.03446709647740421,0.4700792562460978,0.4333460459408536,4304.650976336754,3781.9109043124427
"Main Sequence, M<0.7 Msun",0.011532023506573886,0.27439719688939873,0.2827846537226902,4685.039068592106,3560.6230471375975
"Main Sequence, M<0.7 Msun",0.004016876537303015,0.1671654797525704,0.20076386842343158,12679.27268723915,3246.436262216444
"Main Sequence, M<0.7 Msun",0.0007015378788851173,0.0912515346473275,0.11589514045750618,42544.31253081766,2762.2164400917977
"Main Sequence, M<0.7 Msun",0.05625367700865249,0.549639092435317,0.511107043500124,4643.237772237854,3936.0384597384614
"Main Sequence, M<0.7 Msun",0.001399611009974076,0.11293221900779497,0.14443817994479122,27778.74066882312,2940.616375797076
"Main Sequence, M<0.7 Msun",0.0015574613389164706,0.11705083567256686,0.14939171889676459,25858.5865465372,2969.741131650423
"Main Sequence, M<0.7 Msun",0.046480946794714546,0.5201207050879632,0.48112656175969204,4368.216000485721,3867.823182052451
"Main Sequence, M<0.7 Msun",0.0007317061420922471,0.09236788328675635,0.11747386122249617,41522.26794455984,2772.624718883871
"Main Sequence, M<0.7 Msun",0.001932229289383397,0.12614512554993187,0.15986420920389532,22265.12037779505,3029.8182757434543
"Main Sequence, M<0.7 Msun",0.007816747254589333,0.22536199951793248,0.24777996117258172,6969.825636286503,3451.4450598628277
"Main Sequence, M<0.7 Msun",0.03452977541484845,0.4704018194514247,0.4336358975514319,4297.087068915885,3782.3643574902753
"Main Sequence, M<0.7 Msun",0.042374056902828944,0.5049705473251627,0.46661546668522996,4745.331823758111,3837.717334943387
"Main Sequence, M<0.7 Msun",0.05999431268132415,0.5595980668478814,0.5210521592312244,4395.063517286741,3961.5437646066243
"Main Sequence, M<0.7 Msun",0.003202055411192518,0.15246824159637523,0.1871207130562713,15241.663268294082,3177.414085153891
"Main Sequence, M<0.7 Msun",0.0015133608183515923,0.11591988618445033,0.1480451393455332,26365.52359913333,2961.8706102418714
"Main Sequence, M<0.7 Msun",0.002291326508643673,0.13416832104178353,0.16861681777569304,19682.30836915378,3078.5686179534173
"Main Sequence, M<0.7 Msun",0.0021475513596482016,0.1310246638772254,0.16523844629334986,20637.92878057124,3059.9045252016635
"Main Sequence, M<0.7 Msun",0.04136687280015892,0.5009722469382475,0.46283780788131,4850.014124103897,3830.242723863148
"Main Sequence, M<0.7 Msun",0.0074149498196463175,0.21971338488076067,0.24356223577855304,7334.231638755508,3435.576437978059
"Main Sequence, M<0.7 Msun",0.001632365746563101,0.11893950991148071,0.15161802529947463,25044.022324792702,2982.6788024917037
"Main Sequence, M<0.7 Msun",0.013433705334281525,0.2977147838536591,0.29894247621706466,3966.7413920947606,3597.7640527212293
C-O White Dwarf,48.239137813760756,0.734916903677918,0.011073585872369956,627.8767517298091,144704.91512208982
"Main Sequence, M<0.7 Msun",0.04010481217902674,0.4957354651714459,0.45789259030336377,4990.542805891148,3821.1567307305713
C-O White Dwarf,42.13803874720345,0.6419674639027428,0.012224566982466123,1427.5462904233352,133146.3835247975
C-O White Dwarf,45.535111164484086,0.6937214142348603,0.011572808391419099,825.0475752485714,139522.662882856
"Main Sequence, M<0.7 Msun",0.0012784880614309375,0.1096264536725885,0.14036077639431044,29479.02796718579,2916.277356886714
"Main Sequence, M<0.7 Msun",0.0005396038058978085,0.08477366415134258,0.10648759634819657,49293.941712777596,2698.651328740489
"Main Sequence, M<0.7 Msun",0.01902576726502759,0.3586492819699995,0.3426048475489593,5373.586692202294,3666.201499487685
"Main Sequence, M<0.7 Msun",0.14032509410320654,0.6812478919378326,0.645323101705239,4481.30956893457,4402.230382149663
"Main Sequence, M<0.7 Msun",0.040562520007815774,0.49766279522700524,0.45971056533883126,4938.36498765785,3824.4283337793927
"Main Sequence, M<0.7 Msun",0.02890456438415245,0.4380201646260334,0.4054235576243394,5129.932416440883,3741.662871973906
"Main Sequence, M<0.7 Msun",0.06877560875567378,0.5795895341925229,0.5420918767594599,4721.83288318243,4018.83058331985
"Main Sequence, M<0.7 Msun",0.015744719874803897,0.3245089061281897,0.31757001395824624,3319.523986830139,3631.9639402021016
"Main Sequence, M<0.7 Msun",0.0011659419770521312,0.10642208816163627,0.13631868132315045,31280.67897946954,2891.8055303748647
"Main Sequence, M>0.7 Msun",3.7419805412166562,1.2232556251465885,1.7437104726712969,4487.510103368607,6085.77274289427
"Main Sequence, M<0.7 Msun",0.0018927486640895404,0.12522569657636215,0.15883309815771768,22593.206642741672,3023.9894451425985
"Main Sequence, M<0.7 Msun",0.001324256853767381,0.11089184921439864,0.14193247210648693,28810.202337876188,2925.6994580965434
"Main Sequence, M<0.7 Msun",0.04698818797572658,0.5218761825838828,0.4828268113554959,4326.438232000599,3871.4978520727586
"Main Sequence, M<0.7 Msun",0.0018161167514590022,0.12341712657802693,0.15678718068329323,23260.09732229998,3012.3692324720723
"Main Sequence, M<0.7 Msun",0.03439016491278159,0.4696823052075841,0.432989591127071,4313.97785377403,3781.354324501683
"Main Sequence, M<0.7 Msun",0.018960911371528735,0.3580023014952076,0.3421336183797042,5394.464348088812,3665.594872311235
"Main Sequence, M<0.7 Msun",0.0009918063955304897,0.1011600371388923,0.12948127777842205,34619.05235953464,2849.5794838858337
"Main Sequence, M<0.7 Msun",0.0005746911168936366,0.08625717518795747,0.10867933958781584,47613.092411562575,2713.7051773876924
"Main Sequence, M<0.7 Msun",0.002033629291163727,0.1284703486795231,0.16244545048171208,21466.59674144091,3044.3298656896027
"Main Sequence, M>0.7 Msun",1.6773484208931517,1.0632506301741873,1.144979047183104,4528.335070486852,6145.179723739641
"Main Sequence, M<0.7 Msun",0.04191685399440095,0.5031705888054939,0.4649120179527149,4792.182181169233,3834.328530417567
"Main Sequence, M<0.7 Msun",0.0010445471815503143,0.10279747368220503,0.13163612551804313,33525.11404864654,2863.0043464948035
C-O White Dwarf,42.973210756497366,0.6546911993367883,0.012061418945945484,1467.7950673091264,134703.16094710672
"Main Sequence, M<0.7 Msun",0.004662153416859286,0.17803594100472633,0.21028829223667359,11177.741876667142,3292.430609455196
"Main Sequence, M<0.7 Msun",0.0005382889395450718,0.08471706717695832,0.1064035405583419,49359.821420949986,2698.0709251632898
"Main Sequence, M<0.7 Msun",0.013682444906393688,0.3006819028212256,0.30099644134320264,3886.7978726405377,3601.9508634708563
"Main Sequence, M<0.7 Msun",0.0005505567912339573,0.08524223456784845,0.1071822605521794,48753.54963674117,2703.4392345347296
"Main Sequence, M<0.7 Msun",0.004003739358347369,0.16693789797818917,0.20055967392198137,12713.873186664065,3245.4294997324714
"Main Sequence, M<0.7 Msun",0.00291319171236347,0.1469208875829729,0.18170619794862658,16414.253067556172,3149.0889886624605
"Main Sequence, M<0.7 Msun",0.003914714361279318,0.1653883993286477,0.19916385935316094,12953.257173261589,3238.525273201662
"Main Sequence, M<0.7 Msun",0.018785323013747274,0.35624243494673924,0.34085396054670647,5451.787647400796,3663.937290602105
"Main Sequence, M<0.7 Msun",0.007347081696773981,0.21875075708848724,0.2428380040431774,7399.145557266923,3432.7954624377303
"Main Sequence, M<0.7 Msun",0.002383120384756621,0.13613250386370568,0.17069570103717027,19118.533754691816,3089.9591722379887
"Main Sequence, M<0.7 Msun",0.005028980982643421,0.18397897389973994,0.21532071750655743,10466.839662106137,3315.9244472728046
C-O White Dwarf,64.04816759886276,0.975765387841847,0.008330500835991978,140.87902286255724,179088.89575962763
"Main Sequence, M<0.7 Msun",0.009102087227291014,0.24291876779298865,0.26058855184601104,5993.77660468747,3496.110249288479
"Main Sequence, M<0.7 Msun",0.00241355534414671,0.13677680847076423,0.1713724154791665,18938.868523134985,3093.651536305683
"Main Sequence, M<0.7 Msun",0.037305490104008576,0.48397008105149447,0.445985234020165,3990.796302701484,3802.4234967121533
"Main Sequence, M<0.7 Msun",0.00450163244477915,0.17538462321711945,0.2080049727949561,11518.40523170136,3281.5814394430477
"Main Sequence, M<0.7 Msun",0.004710284288120998,0.17882467258728493,0.2109628804551213,11079.306838573939,3295.6136586156363
"Main Sequence, M<0.7 Msun",0.03550334875367906,0.4753167699023855,0.43807403350369806,4183.490092327136,3789.4057643461615
"Main Sequence, M<0.7 Msun",0.001557002729692395,0.11703914900119618,0.14937785593889397,25863.749961878235,2969.660279947265
"Main Sequence, M>0.7 Msun",0.3903640238394007,0.8306868529310194,0.7892539786399853,4545.153774763342,5140.869672389909
"Main Sequence, M<0.7 Msun",0.000674428767473184,0.09022694503133212,0.11443524073063845,43515.93219086395,2752.527492234103
"Main Sequence, M<0.7 Msun",0.14358725267251018,0.6846540431327708,0.6485069297635544,4398.53523361353,4416.71319209848
C-O White Dwarf,47.69108521639295,0.726567394624394,0.011173571324327286,673.5307292710057,143645.10660555438
"Main Sequence, M>0.7 Msun",3.499270573135067,1.2082324268358804,1.6624094515037102,4480.999817437309,6129.18766619428
"Main Sequence, M<0.7 Msun",0.0004377344800400667,0.08013809322935753,0.0994965372133163,55161.157805834126,2649.575160499443
"Main Sequence, M<0.7 Msun",0.001676708434305865,0.1200394989476072,0.15290191980599474,24587.224601867787,2990.0982277250923
"Main Sequence, M<0.7 Msun",0.02247596855335494,0.39067590139166114,0.3665345844974609,4456.464038662083,3695.299659502848
"Main Sequence, M<0.7 Msun",0.0005254990941565301,0.08416255862477988,0.10557829812386517,50012.323910267565,2692.3604477073336
"Main Sequence, M<0.7 Msun",0.026722974231886534,0.42393328991083207,0.3928843546156915,3696.555022823678,3727.059863289458
"Main Sequence, M<0.7 Msun",0.0008982354379570597,0.09814683782480962,0.12545013451281975,36777.05195312398,2824.161434221901
C-O White Dwarf,39.236591815868685,0.597764302494786,0.012808721199298564,2700.672841523307,127775.46505008849
"Main Sequence, M<0.7 Msun",0.007239712953731312,0.21722260842126767,0.24168488031675014,7503.961729156036,3428.3340596249
"Main Sequence, M>0.7 Msun",0.2997412341445109,0.791091502670221,0.7502226041839041,4517.232377012691,4935.931086759063
"Main Sequence, M<0.7 Msun",0.004774601667170587,0.17987430625124715,0.21185736540746763,10950.310010777746,3299.818402797857
Early Asymptotic Giant Branch,33283.14125352856,7.500957481151658,463.10215790023096,44.80139655731996,3626.5628819492304
"Main Sequence, M<0.7 Msun",0.016873445953010543,0.3369309515563753,0.3263157607354225,3068.322963948788,3645.5197762984017
"Main Sequence, M<0.7 Msun",0.049654248731829394,0.5307359938273476,0.49146168036503673,4121.383540708668,3890.646837617346
"Main Sequence, M<0.7 Msun",0.009976971584901562,0.2544861330404755,0.26883221407783886,5457.053151004678,3521.9774167561254
"Main Sequence, M<0.7 Msun",0.0023320237531571568,0.13504309972186712,0.16954566034012988,19428.18446929606,3083.666770503709
"Main Sequence, M<0.7 Msun",0.000644846737156698,0.08908400363844181,0.1127942991705888,44639.58785969311,2741.5621090018526
"Main Sequence, M<0.7 Msun",0.00865334198580326,0.23687101640302138,0.256222142041624,6305.819832656489,3481.490188716964
"Main Sequence, M<0.7 Msun",0.0295956963504215,0.44241490679204165,0.4091472784955446,5007.531760529164,3746.664840607209
"Main Sequence, M<0.7 Msun",0.0005048758189601778,0.08325261901902742,0.1042173853368529,51111.45720254427,2682.8944903488996
"Main Sequence, M<0.7 Msun",0.0011543510281287477,0.10608399587869907,0.13588692013198325,31480.34985590222,2889.1705761906906
"Main Sequence, M<0.7 Msun",0.014225001883920807,0.30708583879628343,0.30543396735742995,3721.818908135536,3610.6214175000023
C-O White Dwarf,54.93853900813241,0.836981397476961,0.009888281744208102,289.6810987046218,158192.68519512226
C-O White Dwarf,62.722035974242516,0.9555619474072781,0.008556771550788959,152.56097418978572,175783.2969154082
C-O White Dwarf,56.75608648632474,0.8646714936415669,0.009575060763783675,234.8472781109,162072.7042684478
"Main Sequence, M<0.7 Msun",0.0018323146711646974,0.12380212191537099,0.15722468270712445,23115.682734503913,3014.8602707928303
"Main Sequence, M<0.7 Msun",0.00043946398520473736,0.08022156111544457,0.09962431247137171,55046.439604994084,2650.487078441365
"Main Sequence, M<0.7 Msun",0.0006458307916717232,0.08912246182874105,0.11284972746524079,44601.07434758074,2741.9338118018272
"Main Sequence, M<0.7 Msun",0.003706495056554887,0.16171255932489456,0.1958128689867075,13548.889104689411,3221.794075135254
"Main Sequence, M<0.7 Msun",0.0008708963413731025,0.09723754732848551,0.12421665676007695,37467.99785155397,2816.302080000268
"Main Sequence, M>0.7 Msun",1.6893469003556334,1.064893556539616,1.146937117565832,4502.643323150389,6150.882679287018
"Main Sequence, M<0.7 Msun",0.06505457756596146,0.5719905363533442,0.53348928020408,4104.022300603978,3995.159791535664
"Main Sequence, M>0.7 Msun",0.22957037346214448,0.7513374163397692,0.7132895544807212,4615.405212267922,4735.584229449025
"Main Sequence, M<0.7 Msun",0.004803504467129507,0.18034439494073706,0.2122567801487415,10893.265075038114,3301.690052768083
C-O White Dwarf,62.55422003340934,0.9530052936772495,0.008585373820824915,154.1445865840304,175372.7394252979
"Main Sequence, M>0.7 Msun",3.5462879786750445,1.2107804353073204,1.6802441177193217,4498.541381201121,6116.948803522143
"Main Sequence, M<0.7 Msun",0.0046695316236093996,0.17815703250390078,0.21039199689828958,11162.544610525645,3292.9206070013347
"Main Sequence, M<0.7 Msun",0.012652454141609874,0.2882702629495777,0.29240659051931944,4237.304352525636,3583.667037065768
"Main Sequence, M<0.7 Msun",0.0004359069956278023,0.08004969378531691,0.09936113746841255,55283.04543763967,2648.608203922958
"Main Sequence, M<0.7 Msun",0.0012796366098982862,0.10965846186006835,0.14040070158979512,29461.824078554833,2916.5173387204245
"Main Sequence, M<0.7 Msun",0.035256870977143806,0.4740891036584923,0.43696167751008214,4211.576253121931,3787.6235141755033
"Main Sequence, M<0.7 Msun",0.002086679251996868,0.12966715009265894,0.16375954577973187,21072.234549983597,3051.6740835610017
"Main Sequence, M<0.7 Msun",0.0008980859821315795,0.09814190457189638,0.1254434638517139,36780.748866265894,2824.1190356461234
"Main Sequence, M>0.7 Msun",0.44663519084317593,0.8516153213601722,0.8106165233310393,4490.495696658487,5246.359492879165
"Main Sequence, M<0.7 Msun",0.0017390204100734368,0.12156382609847981,0.1546658854610074,23974.589924230342,3000.2430692226953
"Main Sequence, M<0.7 Msun",0.003051872061053237,0.14960978392379445,0.18435036910684485,15829.597458341492,3162.984856327936
"Main Sequence, M<0.7 Msun",0.005892674687715916,0.1974271390314999,0.22631530305679748,9088.092370847153,3365.1055696768585
"Main Sequence, M<0.7 Msun",0.0008365618778917845,0.09607520260403757,0.12262827866295471,38379.960856265585,2806.1232294865335
"Main Sequence, M<0.7 Msun",0.01025785675662428,0.25814170489341215,0.2714128387074345,5302.059107864927,3529.608213503473
"Main Sequence, M<0.7 Msun",0.0008764998070912477,0.09742505961131565,0.12447167370144059,37323.92732827856,2817.9301845247255
"Main Sequence, M<0.7 Msun",0.002033069111823361,0.1284576408258966,0.16243144491671077,21470.84337490628,3044.251433814211
"Main Sequence, M<0.7 Msun",0.0008581906013301497,0.09681012794884794,0.12363409693802858,37799.529788749445,2812.576511302975
"Main Sequence, M<0.7 Msun",0.008675501034348793,0.2371716062109484,0.256440207189119,6289.750404744246,3482.23534583064
"Main Sequence, M<0.7 Msun",0.0018467688764448621,0.12414442820729772,0.1576127692072148,22988.407744107648,3017.0671374486224
